Customer_Key,Recency,Frequency,Monetary,RFM_Score,Churn_Risk,Predicted_Risk_Label,Recommended_Intervention
THRISSUR [NO NEED TO CALL ME]._KERALA,68,1,666.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THRISSUR_KERALA,1,237,149641.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THRISUR_KERALA,75,1,368.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THRITHALA_KERALA,17,1,416.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THUCKALAY P.O_TAMIL NADU,48,1,771.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THULLUR_ANDHRA PRADESH,25,4,2452.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THUMBE_KARNATAKA,82,3,2322.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
"THUNDALAM, CHENNAI_TAMIL NADU",4,1,526.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THURAIYUR_TAMIL NADU,25,4,3750.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THURANGAM KAVALA_KERALA,87,1,657.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
THURAYUR_KERALA,27,3,1419.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
THUVAKUDI_TAMIL NADU,24,3,1975.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIKABALI_ODISHA,61,1,721.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TIKAMGARH_MADHYA PRADESH,46,2,1308.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIKARI GAYA_BIHAR,83,1,463.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TIKARI_BIHAR,58,1,759.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TIKARPADA_ODISHA,19,1,487.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TILDA_CHHATTISGARH,21,1,376.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"TILHAR, 9717754694_UTTAR PRADESH",68,1,525.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TILHAR_UTTAR PRADESH,4,2,1801.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIMIRI_TAMIL NADU,8,1,735.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TINDIVANAM VILLUPURAM DISTRICT_TAMIL NADU,10,1,725.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TINDIVANAM_TAMIL NADU,9,12,7078.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TINSUKIA DISTRICT_ASSAM,69,2,2476.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TINSUKIA_ASSAM,4,32,19548.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIPTUR_KARNATAKA,9,5,3379.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIRICHIRAPALLI_TAMIL NADU,47,1,469.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TIRODI_MADHYA PRADESH,55,1,759.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TIRORA_MAHARASHTRA,61,3,2138.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIRTHAHALLI_KARNATAKA,51,4,2125.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIRUCHANUR_ANDHRA PRADESH,20,1,1190.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIRUCHENDUR_TAMIL NADU,37,3,1879.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIRUCHENGODE_TAMIL NADU,26,5,3074.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIRUCHIRAPALLI_TAMIL NADU,23,2,2274.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIRUCHIRAPPALLI - 620102_TAMIL NADU,1,1,735.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TIRUCHIRAPPALLI_TAMIL NADU,2,167,97862.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"TIRUKALUKUNDRAM, THIRUPORUR_TAMIL NADU",23,1,518.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TIRUKALUKUNDRAM_TAMIL NADU,39,2,1770.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIRUKKOYILUR_TAMIL NADU,32,2,1228.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIRUMAKUDAL NARSIPUR_KARNATAKA,89,1,426.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TIRUMANGALAM_TAMIL NADU,57,1,518.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TIRUNELVELI DISTRICT_TAMIL NADU,75,2,1001.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TIRUNELVELI TOWN_TAMIL NADU,25,2,870.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIRUNELVELI-TOWN_TAMIL NADU,68,1,435.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TIRUNELVELI_TAMIL NADU,2,74,44397.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIRUNELVELLI DIST_TAMIL NADU,69,1,363.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TIRUPATHI_ANDHRA PRADESH,12,12,9127.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"TIRUPATHUR , TIRUPATTUR DISTRICT_TAMIL NADU",54,2,721.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TIRUPATHUR DISTRICT_TAMIL NADU,2,1,582.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TIRUPATHUR SIVAGANGA DISTRICT_TAMIL NADU,62,4,1620.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIRUPATHUR VELLORE DISTRICT_TAMIL NADU,7,12,8100.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIRUPATI (RURAL)_ANDHRA PRADESH,65,1,950.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TIRUPATI_ANDHRA PRADESH,1,201,121100.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIRUPATTUR_TAMIL NADU,4,1,1075.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TIRUPPUR_TAMIL NADU,9,73,46137.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIRUPUR_TAMIL NADU,3,12,8784.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIRUR MALAPPURAM_KERALA,51,2,715.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"TIRUR, MALAPPURAM_KERALA",65,1,1099.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"TIRURANGADI, MALAPPURAM_KERALA",54,1,560.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TIRURANGADI_KERALA,2,7,6781.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIRUR_KERALA,5,15,11569.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIRUTANI_TAMIL NADU,77,1,399.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TIRUTTANI_TAMIL NADU,35,5,3007.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIRUVALLA_KERALA,67,1,363.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TIRUVALLUR_TAMIL NADU,4,24,13929.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIRUVANNAMALAI DT_TAMIL NADU,76,1,389.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TIRUVANNAMALAI_TAMIL NADU,9,32,17638.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIRUVARUR_TAMIL NADU,10,2,1334.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIRUVETHIPURAM_TAMIL NADU,5,4,3280.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIRUVURU_ANDHRA PRADESH,55,2,2042.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TIRWAGANJ KANNAUJ_UTTAR PRADESH,86,1,469.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TIRWAGANJ_UTTAR PRADESH,10,8,6389.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TISK-USGAO_GOA,59,1,899.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TISWADI_GOA,18,9,5481.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TITABOR TOWN_ASSAM,10,3,1777.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TITAGARH_WEST BENGAL,4,4,2113.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TITILAGARH_ODISHA,19,1,758.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TITLAGARH_ODISHA,6,3,2424.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"TITTAKUDI,CUDDALORE_TAMIL NADU",24,1,1473.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TITWALA ( EAST)_MAHARASHTRA,86,1,329.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TITWALA EAST_MAHARASHTRA,74,1,690.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TIVIM_GOA,57,4,2923.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TNPL PUGALUR_TAMIL NADU,8,1,353.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TODABHIM_RAJASTHAN,53,1,435.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TODARAISINGH_RAJASTHAN,84,1,353.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TOHANA_HARYANA,7,3,1730.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TONK_RAJASTHAN,10,19,15859.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TONTO_JHARKHAND,43,1,301.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TORANGALLU_KARNATAKA,71,1,568.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TOTTAKKATTUKARA ALUVA_KERALA,6,1,735.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TOWN MAPUSA_GOA,11,3,1846.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TOWN.BUDHANA VILLAGE. HUSAINPUR KALAN_UTTAR PRADESH,62,1,499.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TOWN_TAMIL NADU,70,1,442.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TRI NAGAR_DELHI,53,1,979.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TRIBENI_WEST BENGAL,25,2,979.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TRICHUR_KERALA,5,5,4472.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"TRICHY, THIRUMVERMBUR_TAMIL NADU",25,1,471.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TRICHY_TAMIL NADU,5,14,9799.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TRIKARIPUR_KERALA,71,1,771.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TRIMBAK_MAHARASHTRA,74,1,399.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
"TRIPLICANE,CHENNAI_TAMIL NADU",51,1,962.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TRIPRAYAR_KERALA,22,2,700.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
"TRIPUNITHURA, KOCHI_KERALA",2,2,1470.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TRIPUNITHURA_KERALA,4,7,4683.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TRIPUNITRA_KERALA,9,1,725.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TRIPURANTHAKAM_ANDHRA PRADESH,43,1,852.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TRISSURE_KERALA,85,1,517.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TRISSUR_KERALA,33,1,798.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TRIVANDRUM_KERALA,2,60,37214.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TRIVANDURM_KERALA,71,1,599.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TRIVARNDRUM_KERALA,17,1,435.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TROMBAY_MAHARASHTRA,6,2,1416.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TSUNDUR_ANDHRA PRADESH,21,1,496.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TUCHAMAKERI_KARNATAKA,62,1,566.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TUFANGANJ_WEST BENGAL,9,5,2053.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TULJAPUR_MAHARASHTRA,13,3,1787.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TUMAKURU. PHONE NUMBER 9686000855_KARNATAKA,13,8,4937.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TUMAKURU_KARNATAKA,2,90,55066.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TUMGAON_CHHATTISGARH,7,1,491.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TUMKUR DISTRICT_KARNATAKA,63,1,597.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TUMKUR_KARNATAKA,2,26,17178.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TUMSAR_MAHARASHTRA,9,7,4264.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TUNDLA KHAM_UTTAR PRADESH,4,8,4011.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TUNI_ANDHRA PRADESH,12,13,6735.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TURA_MEGHALAYA,6,30,21358.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TURKAPALLY_TELANGANA,30,2,1039.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
TURUVEKERE_KARNATAKA,23,2,1133.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
TUTICORIN (DT)_TAMIL NADU,59,1,545.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
TUTICORIN_TAMIL NADU,71,1,459.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
UDAIPUR MAVLI_RAJASTHAN,13,1,319.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
UDAIPURUDAIPUR_RAJASTHAN,40,2,1798.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
UDAIPURUDIPUR_RAJASTHAN,61,6,4183.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
UDAIPUR_RAJASTHAN,1,182,121615.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
UDAIYALUR_TAMIL NADU,57,2,669.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
UDALA_ODISHA,76,1,399.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
UDALGURI_ASSAM,14,3,1329.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
UDANGUDI_TAMIL NADU,22,1,399.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
UDGIR_MAHARASHTRA,12,3,1532.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"UDHAMPUR ,JAMMU KASHMIR_JAMMU & KASHMIR",25,1,292.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
UDHAMPUR_JAMMU & KASHMIR,5,18,12744.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
UDMA_KERALA,1,13,7213.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
UDUMALAIPETTAI_TAMIL NADU,4,5,3111.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"UDUMALPET, TIRUPUR_TAMIL NADU",56,2,787.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
UDUMALPET_TAMIL NADU,16,2,1538.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
UDUMBANCHOLA_KERALA,16,5,3363.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
UDUPI_KARNATAKA,1,148,98913.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
UDYOGAMANDAL_KERALA,46,1,345.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
UGAR KHURD_KARNATAKA,35,1,1523.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
UJHANI_UTTAR PRADESH,39,1,399.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
UJJAIN_MADHYA PRADESH,2,51,34238.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
UKAI_GUJARAT,2,2,1308.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
UKHRA_WEST BENGAL,36,1,1133.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
UKWA_MADHYA PRADESH,19,2,1997.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ULAVAPADU_ANDHRA PRADESH,3,2,1486.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ULHASNAGAR 1_MAHARASHTRA,12,1,999.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ULHASNAGAR 3_MAHARASHTRA,30,3,1531.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ULHASNAGAR 421004_MAHARASHTRA,65,1,345.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ULHASNAGAR_MAHARASHTRA,2,45,25151.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ULHASNAGER_MAHARASHTRA,54,1,301.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ULIYAZHATHURA_KERALA,23,4,2005.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
"ULLAL, DERALAKATTE_KARNATAKA",57,1,788.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ULLAL_KARNATAKA,5,27,15647.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ULLIYERI_KERALA,33,6,3950.0,5,Medium Risk,Medium Risk,Personalised product recommendation push notification
"ULUBERIA, HOWRAH_WEST BENGAL",4,1,301.0,4,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ULUBERIA_WEST BENGAL,23,6,3914.0,6,Medium Risk,Medium Risk,Personalised product recommendation push notification
ULUNDURPET TK_TAMIL NADU,90,1,464.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
ULUNDURPET_TAMIL NADU,50,1,641.0,3,High Risk,High Risk,Win-back email + 15% discount voucher within 48hrs
